latitude,longitude,frp,year
29.21436,-82.22512,12.67,2021
29.27247,-81.87925,42.96,2019
29.08202,-82.19658,40.51,2009
28.94337,-82.07194,23.02,2017
29.45697,-81.92898,33.24,2012
29.03862,-82.40883,23.57,2017
29.1089,-81.98307,22.85,2006
28.99555,-81.9589,23.59,2014
29.0437,-82.15702,20.52,2005
29.1303,-82.1836,22.99,2002
28.99561,-81.93487,17.39,2021
29.08909,-81.75696,29.29,2015
29.25425,-82.29567,20.29,2014
28.99205,-81.93007,31.7,2015
29.47115,-82.14216,30.33,2022
29.50996,-82.04955,28.42,2013
29.12522,-81.99677,40.4,2022
29.15259,-82.06651,28.07,2014
29.55959,-81.92536,33.82,2016
29.45146,-82.0784,42.03,2019
29.09288,-81.90916,14.45,2013
29.31997,-82.25835,37.22,2015
29.03124,-82.34582,31.61,2020
29.1567,-81.75244,22.85,2014
29.22286,-81.92949,30.69,2008
29.01453,-81.73346,31.5,2012
29.25991,-82.15721,17.71,2002
29.07118,-81.97775,25.55,2013
29.22371,-82.29706,35.68,2022
29.57835,-82.01457,20.91,2011
29.11617,-82.11382,34.64,2013
28.92521,-82.12974,32.61,2015
28.84426,-82.02322,35.35,2000
29.00503,-81.88794,31.35,2014
28.93422,-81.61743,18.47,2017
29.38758,-82.02962,26.49,2020
29.19339,-82.38571,34.1,2005
29.37704,-82.0054,29.49,2012
29.36552,-82.13813,44.93,2013
29.20894,-81.98559,36.65,2011
29.23723,-82.04906,30.6,2020
29.25376,-82.04869,28.23,2019
29.5541,-82.00618,30.97,2021
29.53917,-81.77203,22.74,2011
29.24018,-81.93846,36.32,2022
29.46041,-81.84054,31.27,2000
29.19107,-81.84741,24.04,2012
28.98284,-81.88755,37.52,2020
29.33671,-82.0475,38.81,2009
29.35367,-82.25698,42.57,2001
29.56643,-82.16917,34.06,2011
29.44593,-81.95086,35.28,2015
29.22492,-81.69897,38.97,2020
29.36516,-82.18579,30.49,2016
29.30187,-81.92052,26.8,2017
29.24104,-82.25888,32.3,2010
28.99561,-81.85764,17.41,2002
29.17438,-81.86618,28.03,2021
28.97619,-82.09148,29.16,2010
29.26162,-81.94693,29.89,2019
29.05317,-82.1037,22.63,2000
29.09342,-82.07222,28.39,2017
29.39358,-82.04586,17.29,2020
29.16339,-82.25066,33.81,2012
29.22625,-82.11505,22.41,2018
29.05456,-81.89242,14.88,2017
29.71501,-82.19631,37.53,2008
29.16461,-81.93785,26.91,2017
29.0558,-81.79747,24.74,2006
29.25342,-81.85748,24.95,2016
28.72298,-82.47458,16.78,2006
29.1612,-81.89682,24.46,2004
29.47735,-82.13411,46.72,2017
29.09688,-81.64276,20.42,2003
28.98072,-81.89611,21.44,2015
29.04717,-82.03809,33.22,2015
29.18046,-82.01011,29.69,2015
29.43665,-81.94616,31.76,2018
29.24382,-81.98789,27.07,2007
29.43515,-81.85265,18.28,2007
29.01279,-82.03169,21.24,2014
29.13968,-81.83066,19.82,2001
29.31093,-82.28811,20.7,2006
29.11052,-82.16012,32.52,2017
29.27509,-82.04826,28.23,2014
29.1346,-82.24827,33.65,2009
29.24022,-82.11765,20.63,2021
29.22467,-81.91966,30.39,2006
28.97773,-82.26124,31.98,2020
29.29386,-81.9461,29.54,2009
29.2592,-82.33756,20.66,2009
29.02218,-81.98448,25.63,2008
29.38223,-82.27004,27.98,2002
28.90168,-82.27825,27.08,2000
28.96625,-81.67354,37.71,2018
29.17853,-82.07918,29.2,2018
28.87732,-81.76716,30.94,2015
29.01688,-82.08312,23.81,2013
29.81303,-82.1987,21.9,2002
29.02885,-82.02546,26.58,2005
29.28632,-82.19309,37.44,2009
29.11495,-82.21529,28.13,2002
29.16089,-82.12273,33.68,2012
29.43208,-82.31219,42.12,2014
29.21263,-82.15921,30.34,2011
29.05826,-82.20729,25.87,2008
29.23087,-82.45298,23.12,2014
29.36185,-82.20109,37.71,2007
29.25579,-82.09882,22.15,2000
29.13463,-82.08567,43.45,2014
29.19066,-81.81424,24.7,2004
28.92417,-82.05708,22.41,2015
29.20198,-81.92649,27.35,2017
29.28196,-81.96766,18.59,2004
29.03571,-81.96495,23.76,2013
29.0404,-81.79229,27.95,2009
29.22283,-81.93616,20.14,2021
29.10812,-82.05336,21.75,2017
29.17024,-82.04585,21.21,2010
29.55547,-82.42974,28.48,2013
29.38645,-81.77367,31.13,2022
29.36091,-82.15127,40.38,2020
29.18679,-81.85102,27.02,2001
29.53748,-81.72735,26.41,2014
29.28204,-81.73968,37.02,2000
29.17815,-82.24214,25.72,2015
29.12387,-82.0322,22.61,2019
29.11814,-82.30405,36.17,2017
28.92748,-82.17451,32.18,2022
29.36831,-82.19532,18.62,2007
29.1464,-82.33542,16.43,2007
29.2061,-82.252,36.08,2003
29.35793,-82.31985,31.73,2000
29.51771,-81.96852,26.17,2004
29.37803,-82.05324,35.21,2021
29.23901,-82.16598,40.45,2019
29.38337,-82.14615,20.5,2018
29.33455,-81.9033,27.87,2000
29.34817,-81.89788,23.35,2009
29.16363,-82.15482,21.98,2018
29.26934,-82.19994,45.06,2022
29.20979,-81.71224,30.16,2015
29.37844,-81.92174,32.26,2011
28.70666,-82.31571,22.58,2021
29.68721,-82.07821,28.54,2021
29.29587,-82.53764,37.8,2009
29.05149,-82.03904,23.0,2011
29.23262,-81.94531,27.95,2021
29.51215,-82.10109,24.56,2003
29.42318,-82.20802,25.27,2018
29.39093,-82.12312,30.79,2009
29.12352,-81.89471,31.74,2011
29.51133,-82.45078,25.02,2005
29.19529,-81.72442,15.4,2010
29.24713,-81.99238,20.58,2002
29.50731,-81.69712,35.17,2012
28.98755,-81.74159,25.42,2011
29.36207,-81.96309,27.67,2011
29.30208,-82.18533,18.75,2018
29.02168,-81.88542,20.75,2015
29.40497,-81.69082,30.28,2017
29.09371,-81.84204,22.04,2014
29.00538,-81.93139,24.8,2013
29.25075,-82.0233,50.59,2003
29.34836,-81.75189,36.39,2004
29.07739,-81.94838,38.27,2017
29.12308,-82.31896,33.61,2004
29.40741,-82.23313,32.86,2008
28.99471,-81.89046,29.37,2014
29.08579,-82.01501,15.19,2011
29.59479,-82.53759,22.67,2011
29.34429,-82.00629,44.74,2014
29.12286,-81.95577,30.63,2020
29.17935,-82.08144,29.2,2004
29.07908,-82.03191,23.38,2017
29.24339,-81.93896,32.27,2004
29.09267,-82.00174,18.85,2008
29.27337,-82.13818,31.64,2005
29.30968,-81.78159,36.95,2004
29.52662,-82.03035,28.47,2005
29.36876,-82.06904,31.63,2013
28.91614,-82.1086,15.99,2016
29.25644,-82.22421,23.74,2007
29.26048,-82.07802,30.91,2016
28.8563,-82.14239,37.53,2000
29.40071,-81.98334,19.32,2015
29.3688,-82.10562,20.63,2002
29.16535,-81.96829,34.87,2018
29.38943,-82.21233,26.14,2019
29.0157,-82.09777,25.48,2022
29.1594,-81.86246,34.72,2017
29.18718,-82.18316,23.19,2010
29.24886,-81.97512,21.76,2003
29.15032,-81.91605,27.47,2021
29.65583,-82.0006,26.79,2002
29.2776,-82.01515,27.1,2017
28.88184,-81.64072,34.45,2017
29.1659,-81.97936,21.72,2013
29.42187,-81.86563,19.75,2009
29.07469,-82.15884,23.73,2021
29.15145,-82.40677,29.52,2011
29.30718,-82.20228,28.72,2013
28.97556,-81.78547,12.32,2019
29.01476,-82.22904,43.89,2022
29.278,-82.07242,32.39,2022
29.24163,-82.46488,25.37,2004
29.30171,-82.22658,25.13,2004
29.18273,-82.54012,35.22,2012
29.33066,-82.20394,31.09,2011
29.1498,-81.9124,36.8,2001
29.12276,-81.89136,37.73,2001
29.14404,-82.1874,23.76,2014
29.0334,-82.16764,30.5,2016
29.35408,-81.93487,25.81,2015
29.47527,-82.21238,26.99,2007
29.01739,-81.91111,33.92,2006
29.21736,-82.02671,16.17,2009
29.19943,-82.04022,27.92,2012
29.09813,-82.18746,26.97,2017
29.37308,-82.34238,40.52,2001
29.36668,-82.24392,31.03,2002
29.36265,-82.23962,18.14,2013
29.08405,-82.10508,34.91,2010
29.41608,-81.67447,17.63,2011
29.27831,-81.76463,35.1,2007
29.0426,-81.9884,40.46,2010
29.38262,-82.00442,39.97,2002
29.12162,-82.06583,12.81,2011
29.18554,-82.32916,42.2,2020
29.26252,-82.18128,30.81,2019
29.30495,-81.88593,37.68,2002
29.34696,-81.782,16.28,2018
29.22115,-82.44792,33.02,2018
28.88095,-82.47334,19.73,2010
29.63914,-82.02054,30.14,2014
28.99223,-82.29599,22.53,2002
29.11891,-82.13314,35.13,2001
29.10949,-81.95126,16.16,2002
28.81914,-82.22059,22.49,2014
28.81869,-82.27618,27.86,2018
29.15803,-82.1517,22.97,2015
28.75725,-82.06389,15.84,2010
29.3105,-81.98491,27.68,2020
29.27351,-81.93994,21.04,2016
29.28382,-82.19206,23.76,2009
28.97388,-81.85812,27.01,2020
29.15676,-82.09998,25.93,2003
29.04372,-82.12339,27.83,2019
29.56156,-81.94662,23.49,2018
29.00269,-82.40367,24.22,2021
29.45437,-82.24837,33.91,2002
29.146,-81.89711,31.32,2021
28.89152,-82.18746,11.77,2021
29.27797,-82.10168,24.0,2000
29.02171,-82.13376,31.35,2006
29.04277,-81.80272,39.52,2004
29.98669,-81.75279,34.29,2003
28.98601,-82.07083,27.39,2021
28.99045,-82.21916,38.21,2004
29.12466,-82.11978,32.53,2019
29.46087,-82.02074,24.08,2014
29.37492,-82.01355,24.49,2019
28.74291,-82.12511,39.35,2014
29.22335,-81.92758,39.98,2006
29.14237,-82.35444,40.53,2014
29.06778,-82.02508,21.68,2005
29.35897,-81.92797,16.51,2004
29.25114,-82.10219,21.31,2003
29.23109,-82.11207,19.81,2003
29.14324,-81.76189,25.83,2004
29.59682,-82.02151,25.32,2007
29.36223,-82.40171,34.57,2012
29.13115,-82.19199,27.94,2002
29.17958,-82.02955,40.14,2020
29.0651,-82.11165,31.38,2001
29.13221,-81.73033,26.73,2022
29.1172,-82.30415,29.87,2002
29.33457,-82.04505,37.81,2019
29.5549,-82.14607,27.41,2009
29.21712,-81.96852,28.73,2019
29.46626,-82.14411,28.9,2015
29.1831,-82.07871,22.81,2004
29.19708,-82.06258,28.38,2011
29.22107,-81.87347,26.48,2011
29.1446,-81.85963,31.53,2016
29.2586,-82.26869,42.11,2001
29.25662,-82.39362,13.16,2008
29.20715,-82.22917,32.74,2021
29.26507,-82.27418,19.32,2010
29.3222,-81.93527,22.7,2021
29.42933,-82.33071,30.38,2020
29.24999,-81.97175,24.45,2001
28.78813,-82.07452,30.02,2006
29.3281,-82.16308,25.4,2017
29.37864,-82.10848,28.32,2020
29.27118,-81.90229,30.7,2010
28.856,-82.10689,40.41,2013
29.43812,-82.24996,33.46,2005
29.1006,-82.27112,28.2,2016
29.20216,-81.98566,21.39,2005
29.29726,-82.21203,26.26,2002
29.13913,-81.927,17.5,2005
29.30542,-82.12191,21.95,2001
29.15244,-82.45229,22.39,2020
29.08295,-81.62588,25.87,2002
29.12266,-82.2217,16.39,2005
29.18539,-81.96445,26.86,2019
29.12561,-82.23389,31.6,2020
29.30411,-82.17806,33.12,2018
29.31175,-82.03901,21.59,2014
29.26364,-82.04069,18.89,2016
29.10515,-81.94397,24.81,2000
29.66022,-82.07902,19.8,2012
29.28713,-82.10658,29.71,2006
28.93256,-81.91242,27.87,2015
29.23994,-81.9675,31.85,2022
29.25972,-82.13262,29.01,2021
29.72757,-82.16698,22.57,2017
28.96384,-82.426,24.14,2005
29.11204,-82.46037,19.93,2016
28.96655,-81.97585,48.04,2004
29.22749,-81.85062,22.15,2014
29.38991,-81.98458,19.63,2019
29.25959,-82.10414,19.08,2015
29.38076,-82.36421,26.07,2018
29.64141,-81.84444,23.21,2021
29.05652,-82.15378,27.6,2017
29.13717,-82.14781,35.29,2001
29.16968,-81.95356,20.62,2009
29.29117,-81.92341,26.37,2016
29.0495,-81.78502,19.7,2008
29.35912,-81.63492,26.5,2019
29.45914,-82.26803,26.27,2005
29.01109,-82.18942,32.65,2019
29.43168,-82.27374,41.54,2001
29.22966,-82.09845,37.62,2018
29.28264,-82.07139,32.8,2018
28.98754,-81.93141,18.17,2009
29.21312,-82.1559,23.38,2007
29.30217,-82.3176,27.2,2001
29.27698,-81.95813,34.08,2014
29.28005,-81.8243,23.73,2011
29.47468,-81.96584,27.43,2011
29.12509,-82.06802,28.19,2014
29.30191,-82.05894,31.16,2009
29.5487,-82.18101,12.37,2005
29.43711,-81.89713,12.97,2010
29.24914,-81.96143,35.85,2009
29.20489,-82.13819,28.05,2012
28.74077,-82.07606,29.42,2001
29.37393,-82.10754,37.26,2020
29.14092,-82.19051,31.33,2004
29.21441,-81.84537,20.4,2012
29.08877,-81.92411,23.84,2017
29.15938,-82.10272,34.72,2014
29.22318,-82.20522,38.55,2003
29.19138,-82.00394,30.28,2011
29.2556,-82.21734,38.89,2006
29.09702,-82.20585,23.74,2001
29.30379,-82.03256,24.05,2014
29.38682,-81.83421,39.92,2004
29.09329,-81.84112,39.18,2009
29.67898,-82.2381,23.37,2016
28.93309,-82.11705,24.04,2011
29.525,-82.10237,30.94,2013
28.9321,-82.22131,26.35,2000
28.93855,-82.176,24.85,2020
29.27393,-82.36481,18.11,2018
29.07513,-82.27774,29.05,2019
29.23711,-82.23396,30.27,2018
29.0893,-81.9777,26.92,2000
29.03521,-81.99211,23.96,2016
29.27321,-81.9967,12.44,2001
29.15029,-82.26933,5.0,2015
28.9719,-82.2142,27.03,2005
28.99493,-82.00429,17.93,2021
29.13255,-82.23193,19.57,2019
28.76012,-82.01513,26.93,2009
29.35906,-82.0227,17.16,2022
29.16613,-82.21095,18.51,2008
29.55109,-82.11527,36.88,2017
28.84326,-81.71428,35.25,2004
28.80303,-82.09728,33.58,2022
29.5693,-81.86532,21.53,2006
28.96204,-81.99359,36.31,2017
29.17754,-82.15228,21.04,2007
29.05097,-81.68899,32.76,2007
29.17174,-82.10505,18.48,2003
29.35828,-82.10102,24.54,2017
29.31453,-82.0746,19.73,2015
28.90583,-82.17886,28.66,2009
29.09785,-81.82613,30.54,2018
29.16739,-82.02712,39.4,2001
29.30548,-82.11791,31.21,2001
29.13454,-81.87898,27.87,2015
29.32659,-81.78436,32.02,2001
29.103,-81.82719,28.53,2003
29.35645,-82.13066,18.39,2016
29.28292,-82.48486,28.63,2016
29.09456,-82.03649,31.17,2014
29.27969,-82.23097,19.05,2000
29.18326,-82.37726,17.27,2005
29.08487,-82.25692,21.59,2012
29.31075,-82.25177,36.9,2005
29.34881,-81.85628,27.08,2007
29.3869,-82.0524,22.79,2010
29.2566,-82.15246,38.62,2000
29.19768,-81.89052,28.89,2014
29.47623,-82.12413,34.69,2016
29.5434,-82.23491,29.33,2020
28.93654,-81.9299,25.06,2019
29.29235,-81.61541,20.36,2019
29.2371,-82.25632,35.77,2015
29.22496,-82.3836,33.42,2021
28.93883,-82.04911,13.78,2002
28.99221,-82.09521,17.9,2003
29.51673,-81.85013,31.34,2016
29.27611,-81.84674,35.03,2014
29.51367,-81.96907,31.17,2018
28.8256,-82.03297,25.77,2004
29.23046,-82.25817,27.36,2001
28.9591,-82.15715,27.48,2008
29.24527,-81.93919,17.41,2018
29.37943,-81.9763,25.32,2001
28.99614,-81.99759,26.94,2015
29.39091,-82.02344,29.42,2020
28.90547,-81.89014,26.47,2012
28.82911,-81.93236,25.94,2021
29.26124,-81.99219,25.35,2011
29.62576,-81.67624,25.14,2007
29.26848,-81.90635,17.87,2009
28.93087,-81.99392,21.93,2007
29.29066,-82.05741,34.45,2008
29.34844,-81.71987,28.17,2021
29.16415,-82.32815,33.8,2000
29.21394,-81.99293,21.68,2021
29.10104,-82.07645,25.88,2001
29.10249,-81.98421,30.85,2001
29.56181,-81.69634,45.12,2007
29.32725,-82.32732,24.04,2021
29.43056,-82.00486,23.32,2004
29.42759,-82.07961,23.19,2017
29.28463,-81.70875,23.42,2005
29.07648,-82.1952,9.26,2020
29.22326,-82.20989,17.18,2010
29.14897,-82.234,26.62,2017
29.31916,-82.40538,30.26,2009
29.27286,-82.13842,25.65,2013
29.22428,-81.83491,26.2,2004
29.10446,-81.97091,26.63,2014
29.27396,-82.01456,25.47,2006
29.37606,-82.00427,26.43,2002
29.17867,-81.94451,38.97,2021
29.01823,-82.13433,32.3,2000
29.09155,-82.03223,32.41,2003
29.20409,-82.36154,37.27,2022
29.06784,-81.94729,42.92,2017
29.14613,-81.92777,18.1,2009
29.2648,-82.07567,36.37,2015
28.89301,-81.99124,25.96,2010
28.90974,-81.91126,24.55,2013
29.55488,-81.95812,27.93,2017
29.1775,-81.8428,24.33,2013
29.17667,-81.9458,29.14,2007
29.44195,-82.32246,28.04,2021
29.05022,-81.7995,16.8,2015
29.23062,-82.34361,30.77,2011
29.34958,-81.80885,12.43,2017
29.23945,-81.60889,26.93,2016
29.55076,-81.98647,37.79,2000
29.11973,-82.35498,35.04,2007
29.30375,-82.01734,29.51,2001
29.4048,-82.25699,21.0,2019
29.43544,-82.19766,36.59,2013
29.2319,-81.8396,28.64,2008
29.06576,-82.09295,17.17,2013
29.20612,-81.92354,13.59,2003
29.40099,-82.16807,28.55,2008
29.45992,-82.00344,22.94,2012
29.61048,-81.84304,22.95,2022
29.24424,-82.01871,38.5,2002
29.00769,-82.35267,28.19,2012
29.13039,-82.20666,33.55,2020
29.32018,-82.05345,20.53,2010
29.21017,-82.38561,22.44,2003
29.52867,-82.30786,29.91,2022
29.59422,-81.90446,22.84,2001
29.45293,-82.1854,26.34,2021
29.43118,-81.65506,31.3,2010
29.33205,-82.04795,36.01,2012
29.47265,-81.9231,25.45,2018
29.23043,-81.71911,16.56,2010
29.45595,-82.28012,35.66,2022
29.17571,-82.26939,30.3,2013
29.20039,-82.05199,30.77,2019
29.26338,-82.50486,18.39,2000
29.39751,-82.26955,18.86,2014
29.04148,-82.05004,34.94,2021
29.14082,-82.21102,24.48,2019
29.17191,-81.93006,32.95,2012
29.27335,-82.12085,18.36,2012
29.17524,-81.98195,34.01,2011
29.21504,-82.05405,24.76,2002
29.28531,-81.87853,21.25,2000
29.14785,-81.86652,32.75,2019
29.07989,-82.15211,23.63,2012
29.30872,-82.0073,16.94,2017
29.62211,-82.33928,24.16,2012
29.16206,-81.99097,32.85,2008
29.14498,-82.05719,21.29,2015
29.2851,-82.02527,21.51,2007
29.1717,-82.26714,22.24,2004
29.07672,-82.20778,44.07,2010
29.30579,-82.20761,32.89,2013
29.06232,-81.91739,15.29,2019
29.31383,-81.94053,32.43,2010
29.1708,-81.98033,34.34,2010
29.13858,-81.79198,18.85,2007
29.22331,-82.127,33.04,2012
28.93391,-81.74689,35.46,2005
29.7979,-82.15465,19.95,2014
29.32563,-82.1033,31.9,2002
28.88555,-81.92531,16.68,2013
29.16415,-82.14723,26.26,2004
