latitude,longitude,county
27.96928,-82.11561,Hillsborough
27.91098,-82.1958,Hillsborough
27.83855,-82.46464,Hillsborough
27.79614,-82.11479,Hillsborough
28.05311,-82.27494,Hillsborough
28.41286,-82.35498,Hillsborough
27.99553,-82.30263,Hillsborough
27.86583,-81.99331,Hillsborough
28.13202,-82.56552,Hillsborough
27.83842,-82.28404,Hillsborough
28.02061,-82.55766,Hillsborough
27.55264,-82.64358,Hillsborough
27.88905,-82.36589,Hillsborough
27.95316,-82.46853,Hillsborough
27.71147,-82.66155,Hillsborough
27.95069,-82.29301,Hillsborough
28.05292,-82.22822,Hillsborough
27.87063,-82.14221,Hillsborough
27.879,-82.45177,Hillsborough
27.81983,-82.44006,Hillsborough
27.56648,-82.32593,Hillsborough
27.93848,-82.40579,Hillsborough
27.79007,-82.29274,Hillsborough
28.1644,-82.34411,Hillsborough
27.82182,-82.44108,Hillsborough
27.88926,-82.54477,Hillsborough
27.88071,-82.34058,Hillsborough
28.18408,-82.20471,Hillsborough
28.05924,-82.45979,Hillsborough
28.00317,-82.52546,Hillsborough
27.94804,-82.28551,Hillsborough
27.78197,-82.0421,Hillsborough
27.98738,-82.64302,Hillsborough
27.98514,-82.41274,Hillsborough
27.90021,-82.27827,Hillsborough
27.96014,-82.66403,Hillsborough
27.72162,-82.23102,Hillsborough
28.10039,-82.05691,Hillsborough
28.17769,-82.66655,Hillsborough
28.0185,-82.64511,Hillsborough
28.14849,-82.31098,Hillsborough
27.72426,-82.04048,Hillsborough
27.99917,-82.64124,Hillsborough
27.94519,-82.4626,Hillsborough
27.91714,-82.42164,Hillsborough
28.11152,-82.56919,Hillsborough
27.94888,-82.07061,Hillsborough
27.77265,-82.31756,Hillsborough
27.93111,-82.45621,Hillsborough
27.99978,-82.33505,Hillsborough
27.75466,-82.07865,Hillsborough
28.02191,-82.37573,Hillsborough
27.80195,-82.47079,Hillsborough
28.08956,-82.37256,Hillsborough
27.97075,-82.37841,Hillsborough
27.99493,-82.36786,Hillsborough
28.01763,-82.37821,Hillsborough
28.02776,-82.24645,Hillsborough
27.88204,-82.48241,Hillsborough
27.75522,-82.46407,Hillsborough
27.74839,-82.21667,Hillsborough
27.89282,-82.1082,Hillsborough
28.25102,-82.34627,Hillsborough
27.66161,-82.40874,Hillsborough
27.8884,-82.57922,Hillsborough
27.86142,-82.30581,Hillsborough
27.82925,-82.46834,Hillsborough
27.78315,-82.07485,Hillsborough
27.87541,-82.47781,Hillsborough
27.84257,-82.20303,Hillsborough
27.79456,-82.2758,Hillsborough
28.01209,-82.23464,Hillsborough
28.11555,-82.43477,Hillsborough
28.07444,-82.4721,Hillsborough
27.83893,-82.1658,Hillsborough
28.02665,-82.34968,Hillsborough
27.71652,-82.2635,Hillsborough
27.80292,-82.49228,Hillsborough
27.80019,-82.31204,Hillsborough
27.57336,-82.29444,Hillsborough
27.92678,-82.44002,Hillsborough
28.05969,-82.25584,Hillsborough
27.80663,-82.45318,Hillsborough
28.00705,-82.58348,Hillsborough
27.84878,-82.44718,Hillsborough
27.91076,-82.31749,Hillsborough
27.90567,-82.17523,Hillsborough
27.93512,-82.39851,Hillsborough
27.71353,-82.23884,Hillsborough
27.98133,-82.12658,Hillsborough
27.78489,-82.34593,Hillsborough
27.89096,-82.36349,Hillsborough
27.9016,-82.61404,Hillsborough
28.02705,-82.24941,Hillsborough
28.07409,-82.00357,Hillsborough
27.85088,-82.35557,Hillsborough
27.90151,-82.0509,Hillsborough
27.63339,-82.27519,Hillsborough
27.67349,-82.74756,Hillsborough
27.58879,-82.56279,Hillsborough
28.06463,-82.48373,Hillsborough
27.86497,-82.52918,Hillsborough
27.99409,-82.5197,Hillsborough
28.10292,-82.50294,Hillsborough
27.78222,-82.3311,Hillsborough
27.90381,-82.1306,Hillsborough
27.91854,-82.53601,Hillsborough
27.81371,-82.43821,Hillsborough
28.01166,-82.2909,Hillsborough
27.88161,-82.21608,Hillsborough
27.81861,-82.37098,Hillsborough
27.92784,-82.11466,Hillsborough
27.88483,-82.40402,Hillsborough
27.73894,-82.24435,Hillsborough
27.8095,-82.29707,Hillsborough
27.60715,-82.18935,Hillsborough
27.69488,-82.46971,Hillsborough
28.06302,-82.55551,Hillsborough
27.88776,-82.33856,Hillsborough
27.74622,-82.14319,Hillsborough
28.13081,-82.65363,Hillsborough
27.67686,-82.22553,Hillsborough
27.69933,-82.40985,Hillsborough
27.91995,-82.24346,Hillsborough
27.86562,-82.33534,Hillsborough
27.78038,-82.15098,Hillsborough
27.82372,-82.29768,Hillsborough
27.82121,-82.33363,Hillsborough
27.8741,-82.37502,Hillsborough
27.74388,-82.22735,Hillsborough
28.11776,-82.31256,Hillsborough
28.01278,-82.22094,Hillsborough
28.04291,-82.30328,Hillsborough
27.93269,-82.21694,Hillsborough
27.9106,-82.49998,Hillsborough
27.90367,-82.64082,Hillsborough
27.89909,-82.28634,Hillsborough
28.09034,-82.3267,Hillsborough
28.04293,-82.35008,Hillsborough
27.74238,-82.56735,Hillsborough
27.75066,-82.56039,Hillsborough
27.99759,-82.38197,Hillsborough
27.98783,-82.33869,Hillsborough
28.06078,-82.18673,Hillsborough
27.80062,-82.39224,Hillsborough
27.81794,-82.59968,Hillsborough
28.00398,-82.16693,Hillsborough
27.89901,-82.42595,Hillsborough
28.068,-82.71112,Hillsborough
27.92733,-82.32793,Hillsborough
27.81209,-82.1357,Hillsborough
28.04949,-82.39022,Hillsborough
27.88665,-82.40976,Hillsborough
27.82113,-82.55146,Hillsborough
28.11251,-82.19169,Hillsborough
28.02292,-82.51853,Hillsborough
28.22045,-82.04505,Hillsborough
27.92896,-82.48925,Hillsborough
27.76657,-82.28554,Hillsborough
27.7594,-82.35527,Hillsborough
28.06765,-82.58205,Hillsborough
28.20888,-82.10873,Hillsborough
27.70949,-82.5677,Hillsborough
27.85635,-82.5088,Hillsborough
27.85939,-82.7475,Hillsborough
27.86478,-82.07236,Hillsborough
27.72804,-82.39205,Hillsborough
27.6706,-82.25171,Hillsborough
27.8653,-82.05113,Hillsborough
27.93185,-82.40732,Hillsborough
27.98474,-82.42796,Hillsborough
27.69375,-82.3035,Hillsborough
27.87307,-82.32439,Hillsborough
27.95782,-82.42859,Hillsborough
27.96492,-82.08239,Hillsborough
27.7294,-82.08244,Hillsborough
27.86261,-82.46806,Hillsborough
28.27379,-82.32613,Hillsborough
28.11104,-82.22409,Hillsborough
27.64119,-82.33139,Hillsborough
27.8191,-82.55664,Hillsborough
27.62716,-82.33425,Hillsborough
27.9909,-82.28984,Hillsborough
27.8529,-82.47297,Hillsborough
27.74802,-82.43549,Hillsborough
27.74091,-82.3813,Hillsborough
27.89648,-82.48798,Hillsborough
27.86426,-82.46709,Hillsborough
27.89931,-82.27191,Hillsborough
27.92743,-82.27729,Hillsborough
27.64559,-82.40832,Hillsborough
27.94262,-82.25126,Hillsborough
27.65391,-82.32549,Hillsborough
28.08579,-82.37751,Hillsborough
27.88541,-82.28063,Hillsborough
27.93806,-82.24611,Hillsborough
27.91115,-82.32652,Hillsborough
27.7795,-82.37625,Hillsborough
28.09298,-82.38144,Hillsborough
27.87404,-82.42569,Hillsborough
28.02123,-82.48162,Hillsborough
28.04022,-82.49429,Hillsborough
27.7371,-82.31829,Hillsborough
27.92005,-82.30418,Hillsborough
28.06363,-82.41352,Hillsborough
27.96822,-82.49011,Hillsborough
28.09391,-82.2526,Hillsborough
27.98262,-82.32107,Hillsborough
27.77902,-82.40042,Hillsborough
27.97727,-82.35295,Hillsborough
27.91906,-82.55941,Hillsborough
27.92789,-82.45656,Hillsborough
27.73317,-82.37382,Hillsborough
27.6141,-82.24242,Hillsborough
28.03121,-82.35823,Hillsborough
27.74696,-82.49559,Hillsborough
27.87673,-82.72325,Hillsborough
27.92779,-82.24768,Hillsborough
27.85197,-82.42614,Hillsborough
27.92802,-82.296,Hillsborough
28.0685,-82.34717,Hillsborough
27.79378,-82.42103,Hillsborough
27.92802,-82.11035,Hillsborough
27.85068,-82.51209,Hillsborough
27.766,-82.67284,Hillsborough
27.95079,-82.55964,Hillsborough
27.71004,-82.65431,Hillsborough
27.72783,-82.26246,Hillsborough
27.69805,-82.61944,Hillsborough
27.92745,-82.40254,Hillsborough
27.96656,-82.23595,Hillsborough
27.89869,-82.54986,Hillsborough
27.88093,-82.27296,Hillsborough
27.81022,-82.57137,Hillsborough
28.0698,-82.41395,Hillsborough
27.83698,-82.34754,Hillsborough
28.05869,-82.3094,Hillsborough
27.84868,-82.24495,Hillsborough
28.23064,-82.13628,Hillsborough
28.00362,-82.52283,Hillsborough
28.47782,-82.53459,Hillsborough
27.84274,-82.45778,Hillsborough
28.15054,-82.28528,Hillsborough
27.68022,-82.30879,Hillsborough
27.98422,-82.39905,Hillsborough
27.71209,-82.46166,Hillsborough
27.83273,-82.3465,Hillsborough
27.81993,-82.23678,Hillsborough
27.75371,-82.61663,Hillsborough
27.78613,-82.14227,Hillsborough
27.81173,-81.98952,Hillsborough
27.97569,-82.52932,Hillsborough
27.77152,-82.31252,Hillsborough
27.71864,-81.98431,Hillsborough
27.7474,-82.24513,Hillsborough
28.12486,-82.36682,Hillsborough
27.74664,-82.39205,Hillsborough
27.95578,-82.21513,Hillsborough
27.90873,-82.56563,Hillsborough
27.90652,-82.4537,Hillsborough
27.56378,-82.45742,Hillsborough
27.6794,-82.25962,Hillsborough
28.1994,-82.06375,Hillsborough
27.81173,-82.42198,Hillsborough
28.00607,-82.18656,Hillsborough
27.83551,-82.37197,Hillsborough
28.23987,-82.36655,Hillsborough
27.82526,-82.33153,Hillsborough
27.98927,-82.50733,Hillsborough
27.86175,-82.52962,Hillsborough
27.85715,-82.06095,Hillsborough
28.01423,-82.36425,Hillsborough
27.7563,-82.39796,Hillsborough
28.06181,-82.4365,Hillsborough
28.12336,-82.56154,Hillsborough
27.85533,-82.08161,Hillsborough
27.59079,-82.16698,Hillsborough
27.61489,-82.36387,Hillsborough
27.87343,-82.22306,Hillsborough
27.4142,-82.64534,Hillsborough
27.81283,-82.34432,Hillsborough
27.76244,-82.38401,Hillsborough
27.71733,-82.4118,Hillsborough
27.7696,-82.31242,Hillsborough
27.98954,-82.12933,Hillsborough
27.79891,-82.39897,Hillsborough
27.90735,-82.39542,Hillsborough
27.89199,-82.59058,Hillsborough
27.95725,-82.49094,Hillsborough
27.75263,-82.59457,Hillsborough
28.07879,-82.37165,Hillsborough
28.07702,-82.30807,Hillsborough
27.63768,-82.51689,Hillsborough
28.01672,-82.46792,Hillsborough
27.73209,-82.37762,Hillsborough
27.87275,-82.50583,Hillsborough
27.84977,-82.42369,Hillsborough
27.50114,-82.27259,Hillsborough
27.77505,-82.14912,Hillsborough
27.72288,-82.59326,Hillsborough
28.08289,-82.5941,Hillsborough
27.80203,-82.25801,Hillsborough
27.84923,-82.60494,Hillsborough
27.92896,-82.37993,Hillsborough
28.09771,-82.25935,Hillsborough
28.3675,-82.60347,Hillsborough
27.89666,-82.51426,Hillsborough
28.07783,-82.22344,Hillsborough
28.01612,-82.46971,Hillsborough
27.78525,-82.66257,Hillsborough
28.16326,-82.27173,Hillsborough
27.85983,-82.20624,Hillsborough
28.01564,-82.19981,Hillsborough
27.64998,-82.45993,Hillsborough
27.9301,-82.29527,Hillsborough
28.04741,-82.50533,Hillsborough
27.91959,-82.01038,Hillsborough
28.00656,-82.21593,Hillsborough
27.89705,-82.23179,Hillsborough
28.17781,-82.33358,Hillsborough
28.08849,-82.48477,Hillsborough
27.99088,-82.21075,Hillsborough
27.78419,-82.18089,Hillsborough
27.79601,-82.47401,Hillsborough
27.89982,-82.05247,Hillsborough
27.94761,-82.20589,Hillsborough
27.7873,-82.33807,Hillsborough
27.71881,-82.43795,Hillsborough
28.02869,-82.35591,Hillsborough
28.1235,-82.38117,Hillsborough
27.86952,-82.15339,Hillsborough
27.80011,-82.58404,Hillsborough
28.1004,-82.28622,Hillsborough
27.56656,-82.34314,Hillsborough
27.83782,-82.08129,Hillsborough
27.78774,-82.43944,Hillsborough
27.7598,-82.51232,Hillsborough
27.79212,-82.57113,Hillsborough
27.7412,-82.59741,Hillsborough
27.66942,-82.59019,Hillsborough
27.81974,-82.45529,Hillsborough
27.71112,-82.27635,Hillsborough
27.8926,-82.41652,Hillsborough
27.82855,-82.1047,Hillsborough
27.93693,-82.27679,Hillsborough
27.50175,-82.45068,Hillsborough
27.56566,-82.41564,Hillsborough
27.95749,-82.45384,Hillsborough
27.97987,-82.5075,Hillsborough
27.98867,-82.58926,Hillsborough
27.8597,-82.28535,Hillsborough
27.98253,-82.3696,Hillsborough
28.19872,-82.41382,Hillsborough
27.83055,-82.77496,Hillsborough
28.17242,-82.40683,Hillsborough
27.71889,-82.14658,Hillsborough
28.09027,-82.33332,Hillsborough
27.67902,-82.28548,Hillsborough
27.80431,-82.5303,Hillsborough
28.06068,-82.67842,Hillsborough
27.98734,-82.27926,Hillsborough
28.21586,-82.29992,Hillsborough
27.583,-82.47876,Hillsborough
27.90996,-82.29524,Hillsborough
28.05105,-82.65179,Hillsborough
27.84919,-82.20064,Hillsborough
28.13777,-82.0634,Hillsborough
27.83991,-82.18097,Hillsborough
28.1636,-82.1655,Hillsborough
28.01145,-82.22252,Hillsborough
27.77836,-82.57288,Hillsborough
28.05136,-82.40345,Hillsborough
27.89567,-82.43912,Hillsborough
27.83949,-82.31416,Hillsborough
27.74263,-82.33945,Hillsborough
27.93789,-82.36191,Hillsborough
27.78548,-82.22886,Hillsborough
28.18839,-82.44259,Hillsborough
28.09011,-82.21305,Hillsborough
27.4914,-82.46722,Hillsborough
27.80208,-82.22961,Hillsborough
27.92903,-82.27694,Hillsborough
27.99799,-82.48843,Hillsborough
27.78503,-82.53832,Hillsborough
27.87378,-82.36834,Hillsborough
27.92637,-82.46201,Hillsborough
28.0396,-82.20876,Hillsborough
28.13816,-82.24046,Hillsborough
27.92857,-82.24645,Hillsborough
27.9939,-82.45038,Hillsborough
28.09857,-82.08535,Hillsborough
28.20445,-82.34458,Hillsborough
27.94994,-82.28588,Hillsborough
27.89961,-82.25463,Hillsborough
27.88134,-82.37984,Hillsborough
28.17088,-82.32463,Hillsborough
27.91032,-82.21417,Hillsborough
27.92315,-82.30509,Hillsborough
27.89021,-82.53794,Hillsborough
27.89523,-82.52508,Hillsborough
27.93236,-82.53194,Hillsborough
28.04117,-82.23462,Hillsborough
27.94319,-82.36542,Hillsborough
27.96411,-82.65261,Hillsborough
27.73109,-82.3729,Hillsborough
27.95317,-82.36223,Hillsborough
27.74529,-82.32945,Hillsborough
27.83013,-82.51456,Hillsborough
27.95074,-82.38234,Hillsborough
28.08426,-82.24751,Hillsborough
28.01314,-82.30046,Hillsborough
27.76984,-82.49409,Hillsborough
27.67344,-81.90663,Hillsborough
27.73377,-82.38231,Hillsborough
27.8445,-82.39329,Hillsborough
27.81006,-82.63773,Hillsborough
27.74628,-82.56416,Hillsborough
27.88048,-82.45537,Hillsborough
27.79417,-82.31675,Hillsborough
27.81025,-82.20646,Hillsborough
27.84053,-82.31533,Hillsborough
27.6959,-82.24884,Hillsborough
27.8376,-82.28705,Hillsborough
27.95082,-82.37671,Hillsborough
27.93349,-82.40934,Hillsborough
28.1073,-82.20612,Hillsborough
27.9743,-82.53174,Hillsborough
27.73071,-82.45223,Hillsborough
27.86227,-82.28101,Hillsborough
27.76193,-82.16873,Hillsborough
27.90055,-82.65997,Hillsborough
27.8268,-82.74812,Hillsborough
27.78423,-82.43457,Hillsborough
27.806,-82.40009,Hillsborough
27.83931,-82.44144,Hillsborough
28.13138,-82.16291,Hillsborough
27.72416,-82.1569,Hillsborough
27.65031,-82.47545,Hillsborough
28.13488,-82.69489,Hillsborough
27.98852,-82.54304,Hillsborough
27.87782,-82.37775,Hillsborough
28.16137,-82.47483,Hillsborough
27.88937,-82.25344,Hillsborough
27.86123,-82.4766,Hillsborough
27.89088,-82.3356,Hillsborough
28.03614,-82.49523,Hillsborough
27.83083,-82.30027,Hillsborough
27.87426,-82.37853,Hillsborough
27.89738,-82.45716,Hillsborough
27.77685,-82.28213,Hillsborough
27.73135,-82.17053,Hillsborough
27.93346,-82.54659,Hillsborough
27.94359,-82.32424,Hillsborough
28.01737,-82.17154,Hillsborough
27.84357,-82.459,Hillsborough
27.80668,-82.50109,Hillsborough
27.78505,-82.30619,Hillsborough
27.90235,-82.42567,Hillsborough
27.78631,-82.29643,Hillsborough
27.82275,-82.51018,Hillsborough
27.87664,-82.39073,Hillsborough
27.73521,-82.22261,Hillsborough
28.03029,-82.3437,Hillsborough
27.92018,-82.26879,Hillsborough
27.89524,-82.21274,Hillsborough
28.15503,-82.3376,Hillsborough
27.9678,-82.21549,Hillsborough
27.84794,-82.52376,Hillsborough
28.03952,-82.59159,Hillsborough
28.17548,-82.21595,Hillsborough
27.9289,-82.34213,Hillsborough
28.16971,-82.49572,Hillsborough
27.72133,-82.44211,Hillsborough
27.85968,-82.505,Hillsborough
27.92369,-82.32906,Hillsborough
27.77467,-82.10313,Hillsborough
27.68562,-82.54662,Hillsborough
27.95792,-82.38195,Hillsborough
27.96433,-82.44532,Hillsborough
27.74087,-82.44941,Hillsborough
27.79473,-82.26915,Hillsborough
27.82609,-82.23274,Hillsborough
27.99056,-82.18975,Hillsborough
28.03871,-82.22921,Hillsborough
28.01856,-82.42957,Hillsborough
27.85967,-82.63184,Hillsborough
27.94493,-82.45376,Hillsborough
27.96184,-82.26877,Hillsborough
27.69178,-82.50613,Hillsborough
27.8462,-82.42971,Hillsborough
27.92572,-82.52794,Hillsborough
27.90727,-82.61003,Hillsborough
27.56811,-82.23963,Hillsborough
27.69898,-82.43623,Hillsborough
27.68173,-82.56697,Hillsborough
27.83858,-82.41316,Hillsborough
28.05132,-82.28078,Hillsborough
27.85979,-82.23332,Hillsborough
28.07195,-82.28666,Hillsborough
27.83743,-82.19314,Hillsborough
28.17235,-82.24828,Hillsborough
28.17268,-82.2073,Hillsborough
28.03072,-82.51789,Hillsborough
27.72851,-82.35762,Hillsborough
27.6429,-82.44131,Hillsborough
28.03357,-82.45243,Hillsborough
27.98211,-82.55809,Hillsborough
27.82398,-82.19239,Hillsborough
27.93211,-82.3053,Hillsborough
28.16253,-82.15029,Hillsborough
27.76496,-82.14704,Hillsborough
27.80525,-82.35271,Hillsborough
27.90234,-82.18475,Hillsborough
27.72609,-82.28041,Hillsborough
27.9807,-82.22503,Hillsborough
27.8676,-82.19547,Hillsborough
27.79042,-82.17335,Hillsborough
27.95424,-82.56561,Hillsborough
27.96282,-82.32239,Hillsborough
27.84523,-82.46338,Hillsborough
27.86301,-82.57209,Hillsborough
28.16037,-82.52375,Hillsborough
27.79816,-82.17369,Hillsborough
27.99009,-82.23908,Hillsborough
28.13357,-82.39807,Hillsborough
27.73884,-82.21998,Hillsborough
28.02263,-82.40034,Hillsborough
27.7051,-82.15917,Hillsborough
27.98868,-82.56151,Hillsborough
28.02011,-82.57191,Hillsborough
27.82567,-82.52299,Hillsborough
27.80177,-82.47833,Hillsborough
27.80555,-82.23846,Hillsborough
27.94537,-82.25318,Hillsborough
28.06822,-82.4074,Hillsborough
27.9123,-82.26712,Hillsborough
28.16284,-82.21154,Hillsborough
28.11276,-82.19308,Hillsborough
28.06282,-82.62484,Hillsborough
28.03565,-82.31721,Hillsborough
27.90835,-82.4312,Hillsborough
27.83451,-82.28591,Hillsborough
28.02936,-82.58066,Hillsborough
27.93359,-82.43635,Hillsborough
27.75358,-82.28954,Hillsborough
27.84938,-82.45149,Hillsborough
27.78155,-82.30668,Hillsborough
27.89845,-82.51811,Hillsborough
27.77049,-82.37811,Hillsborough
27.96239,-82.51166,Hillsborough
27.97517,-82.4769,Hillsborough
28.32007,-82.49491,Hillsborough
27.77832,-82.32012,Hillsborough
27.76103,-82.22254,Hillsborough
28.17742,-82.40969,Hillsborough
27.92661,-82.42973,Hillsborough
27.9,-82.12951,Hillsborough
28.03771,-82.48925,Hillsborough
28.13807,-82.17104,Hillsborough
27.9749,-82.45152,Hillsborough
27.91012,-82.4725,Hillsborough
27.97201,-82.39874,Hillsborough
27.55582,-82.20736,Hillsborough
27.92948,-82.18391,Hillsborough
27.87903,-82.32098,Hillsborough
28.07176,-82.29028,Hillsborough
27.94435,-81.85498,Hillsborough
27.87397,-82.32395,Hillsborough
28.16704,-82.47397,Hillsborough
27.73969,-82.57054,Hillsborough
27.98218,-82.25365,Hillsborough
28.01419,-82.55845,Hillsborough
28.0549,-82.16562,Hillsborough
27.88501,-82.34498,Hillsborough
28.00404,-82.29346,Hillsborough
27.99886,-82.51726,Hillsborough
27.87311,-82.53672,Hillsborough
27.99722,-82.26835,Hillsborough
27.88478,-82.30429,Hillsborough
27.6603,-82.21788,Hillsborough
27.82804,-82.33013,Hillsborough
28.07177,-82.4665,Hillsborough
28.08437,-82.33089,Hillsborough
27.90434,-82.26437,Hillsborough
27.70796,-82.25851,Hillsborough
27.90947,-82.19041,Hillsborough
27.86661,-82.40595,Hillsborough
27.95692,-82.35914,Hillsborough
27.71921,-82.37987,Hillsborough
28.09522,-82.36434,Hillsborough
27.76595,-82.23975,Hillsborough
27.61457,-82.67652,Hillsborough
27.89936,-82.32214,Hillsborough
27.93394,-82.48749,Hillsborough
27.87682,-82.5654,Hillsborough
27.93381,-82.59876,Hillsborough
27.87702,-82.30972,Hillsborough
27.62948,-82.43047,Hillsborough
28.02137,-82.11146,Hillsborough
27.66839,-82.29765,Hillsborough
27.70966,-82.55717,Hillsborough
28.1458,-82.2471,Hillsborough
27.77615,-82.31627,Hillsborough
27.99886,-82.32208,Hillsborough
28.24608,-82.25671,Hillsborough
27.43908,-82.39469,Hillsborough
27.78657,-82.38144,Hillsborough
27.90207,-82.45028,Hillsborough
27.73292,-82.14004,Hillsborough
27.99199,-82.45329,Hillsborough
28.00467,-82.24602,Hillsborough
28.09517,-82.51252,Hillsborough
28.0201,-82.4436,Hillsborough
28.07788,-82.37964,Hillsborough
27.55015,-82.34456,Hillsborough
27.62524,-82.38344,Hillsborough
27.89104,-82.4118,Hillsborough
27.67101,-82.52182,Hillsborough
27.76993,-82.38821,Hillsborough
28.09843,-82.2408,Hillsborough
27.82728,-82.15382,Hillsborough
27.68932,-82.24451,Hillsborough
27.87301,-82.31361,Hillsborough
27.99832,-82.45465,Hillsborough
28.02338,-82.35143,Hillsborough
28.27142,-82.39686,Hillsborough
28.09545,-82.25035,Hillsborough
27.71918,-82.14046,Hillsborough
27.7367,-82.69373,Hillsborough
28.03141,-82.18538,Hillsborough
27.90801,-82.3902,Hillsborough
28.14389,-82.24037,Hillsborough
27.799,-82.23734,Hillsborough
27.70853,-82.43608,Hillsborough
27.73813,-82.6888,Hillsborough
27.7187,-82.16176,Hillsborough
27.73094,-82.4347,Hillsborough
27.72121,-82.2167,Hillsborough
27.90018,-82.27443,Hillsborough
27.88372,-82.53034,Hillsborough
27.75001,-82.22106,Hillsborough
27.89116,-82.23074,Hillsborough
27.41296,-82.17904,Hillsborough
27.82393,-82.01538,Hillsborough
27.82134,-82.34565,Hillsborough
28.0017,-82.48487,Hillsborough
28.0344,-82.44936,Hillsborough
28.09852,-82.22785,Hillsborough
27.97633,-82.46153,Hillsborough
27.86757,-82.30381,Hillsborough
27.58687,-82.43497,Hillsborough
28.04446,-82.5453,Hillsborough
28.09696,-82.44676,Hillsborough
27.94978,-82.52674,Hillsborough
27.97459,-82.27874,Hillsborough
